"Iteração","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10"
"0","0.9","0.5","0.1","0.4","0.1","0.8","0.9","0.0","0.5","0.5"
"1","0.9","0.5","1.4901161E-9","0.6","0.2","0.8","0.9","0.0","0.5","0.5"
"2","0.9","0.4","0.3","0.70000005","0.2","0.8","0.9","0.0","0.5","0.5"
"3","0.9","0.3","0.5","0.8000001","0.2","0.8","0.9","0.0","0.5","0.5"
"4","0.9","0.20000002","0.70000005","0.8000001","0.2","0.8","0.9","0.0","0.5","0.5"
"5","0.9","0.10000002","0.9000001","0.8000001","0.2","0.8","0.9","0.0","0.5","0.5"
"6","0.9","0.10000002","0.9000001","0.8000001","0.2","0.8","0.9","0.0","0.5","0.5"
"7","0.79999995","0.10000002","0.9000001","0.70000005","0.2","0.8","0.9","0.0","0.5","0.5"
"8","0.79999995","1.6391278E-8","1.0000001","0.70000005","0.2","0.8","0.9","0.0","0.5","0.5"
"9","0.79999995","-0.09999999","1.0000001","0.70000005","0.1","0.8","0.9","0.0","0.5","0.5"
"10","0.79999995","-0.09999999","1.0000001","0.70000005","1.4901161E-9","0.8","0.9","0.0","0.5","0.5"
"11","0.79999995","-0.09999999","1.0000001","0.70000005","1.4901161E-9","0.8","0.79999995","0.0","0.5","0.5"
"12","0.79999995","-0.09999999","1.0000001","0.70000005","1.4901161E-9","0.8","0.6999999","0.0","0.5","0.5"
"13","0.79999995","-0.09999999","1.0000001","0.70000005","1.4901161E-9","0.8","0.5999999","0.0","0.5","0.5"
"14","0.79999995","-0.09999999","1.0000001","0.70000005","1.4901161E-9","0.8","0.4999999","0.0","0.5","0.5"
"15","0.79999995","-0.09999999","1.0000001","0.70000005","1.4901161E-9","0.8","0.39999992","0.0","0.5","0.5"
"16","0.79999995","-0.09999999","1.0000001","0.70000005","1.4901161E-9","0.8","0.39999992","0.0","0.5","0.5"
"17","0.79999995","-0.09999999","1.0000001","0.70000005","1.4901161E-9","0.8","0.39999992","0.0","0.5","0.5"
"18","0.79999995","-0.09999999","1.0000001","0.70000005","1.4901161E-9","0.8","0.39999992","0.0","0.5","0.5"
"19","0.79999995","-0.09999999","1.0000001","0.70000005","1.4901161E-9","0.8","0.29999992","0.0","0.5","0.5"
