"Iteração","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10"
"0","0.6","0.1","0.3","0.8","0.8","0.9","0.0","0.4","0.4","0.9"
"1","0.6","0.1","0.3","0.8","0.90000004","0.9","0.0","0.4","0.4","0.9"
"2","0.70000005","0.1","0.3","0.90000004","0.90000004","0.9","0.0","0.4","0.4","0.9"
"3","0.8000001","0.1","0.4","1.0","0.90000004","0.9","0.0","0.4","0.4","0.9"
"4","0.70000005","0.1","0.4","0.9","0.90000004","0.9","0.0","0.4","0.4","0.9"
"5","0.70000005","1.4901161E-9","0.4","0.9","0.90000004","0.9","0.0","0.4","0.4","0.9"
"6","0.70000005","-0.1","0.4","1.0","0.90000004","0.79999995","0.0","0.4","0.4","0.9"
"7","0.70000005","-0.1","0.4","1.0","0.90000004","0.6999999","0.0","0.4","0.4","0.9"
"8","0.70000005","-0.1","0.4","1.0","0.90000004","0.5999999","0.0","0.4","0.4","0.9"
"9","0.70000005","-0.1","0.4","1.0","0.8","0.5999999","0.0","0.4","0.4","0.9"
"10","0.70000005","-0.1","0.4","1.0","0.7","0.5999999","0.0","0.4","0.4","0.9"
"11","0.70000005","-0.1","0.3","1.0","0.7","0.5999999","0.0","0.4","0.4","0.9"
"12","0.70000005","-0.1","0.3","1.0","0.7","0.5999999","0.0","0.4","0.4","0.9"
"13","0.70000005","-0.1","0.3","1.0","0.7","0.5999999","0.0","0.4","0.4","0.9"
"14","0.70000005","-0.1","0.3","1.0","0.7","0.5999999","0.0","0.4","0.4","0.9"
"15","0.70000005","-0.1","0.4","1.0","0.59999996","0.5999999","0.0","0.4","0.4","0.9"
"16","0.70000005","-0.1","0.6","0.9","0.49999997","0.5999999","0.0","0.4","0.4","0.9"
"17","0.70000005","-0.1","0.8000001","0.79999995","0.39999998","0.5999999","0.0","0.4","0.4","0.9"
"18","0.70000005","-0.1","0.8000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.4","0.9"
"19","0.70000005","-0.1","0.9000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.4","0.9"
"20","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.4","0.9"
"21","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.4","0.9"
"22","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.4","0.9"
"23","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.4","0.9"
"24","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.4","0.9"
"25","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.4","0.9"
"26","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.9"
"27","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.9"
"28","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.9"
"29","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.9"
"30","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.9"
"31","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"32","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"33","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"34","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"35","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"36","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"37","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"38","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"39","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"40","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"41","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"42","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"43","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"44","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"45","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"46","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"47","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"48","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"49","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"50","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"51","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"52","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"53","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"54","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"55","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
"56","0.70000005","-0.1","1.0000001","0.6999999","0.39999998","0.5999999","0.0","0.4","0.3","0.79999995"
