"Iteração","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10"
"0","0.6","0.4","0.9","0.9","0.7","0.8","0.8","0.0","0.0","0.5"
"1","0.6","0.4","1.0","0.6999999","0.59999996","0.8","0.8","0.0","0.0","0.5"
"2","0.6","0.5","0.6999999","0.5999999","0.59999996","0.8","0.8","0.0","0.0","0.5"
"3","0.6","0.6","0.4999999","0.4999999","0.59999996","0.8","0.8","0.0","0.0","0.5"
"4","0.6","0.70000005","0.29999992","0.4999999","0.59999996","0.8","0.8","0.0","0.0","0.5"
"5","0.6","0.8000001","0.09999993","0.4999999","0.59999996","0.8","0.8","0.0","0.0","0.5"
"6","0.6","0.8000001","0.09999993","0.4999999","0.59999996","0.8","0.8","0.0","0.0","0.5"
"7","0.70000005","0.8000001","0.09999993","0.39999992","0.59999996","0.8","0.8","0.0","0.0","0.5"
"8","0.70000005","0.9000001","-7.301569E-8","0.39999992","0.59999996","0.8","0.8","0.0","0.0","0.5"
"9","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.49999997","0.8","0.8","0.0","0.0","0.5"
"10","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.8","0.0","0.0","0.5"
"11","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.7","0.0","0.0","0.5"
"12","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.59999996","0.0","0.0","0.5"
"13","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.49999997","0.0","0.0","0.5"
"14","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.39999998","0.0","0.0","0.5"
"15","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.29999998","0.0","0.0","0.5"
"16","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.29999998","0.0","0.0","0.5"
"17","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.29999998","0.0","0.0","0.5"
"18","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.29999998","0.0","0.0","0.5"
"19","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.19999999","0.0","0.0","0.5"
"20","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.09999999","0.0","0.0","0.5"
"21","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.09999999","0.0","0.0","0.5"
"22","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.09999999","0.0","0.0","0.5"
"23","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.09999999","0.0","0.0","0.5"
"24","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.09999999","0.0","0.0","0.5"
"25","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.09999999","0.0","0.0","0.5"
"26","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.09999999","0.0","0.0","0.5"
"27","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","0.09999999","0.0","0.0","0.5"
"28","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"29","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"30","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"31","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"32","0.70000005","1.0000001","-7.301569E-8","0.39999992","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"33","0.70000005","1.0000001","-7.301569E-8","0.29999992","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"34","0.70000005","1.0000001","-7.301569E-8","0.29999992","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"35","0.70000005","1.0000001","-7.301569E-8","0.19999993","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"36","0.70000005","1.0000001","-7.301569E-8","0.19999993","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"37","0.70000005","1.0000001","-7.301569E-8","0.19999993","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"38","0.70000005","1.0000001","-7.301569E-8","0.19999993","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"39","0.70000005","1.0000001","-7.301569E-8","0.19999993","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"40","0.70000005","1.0000001","-7.301569E-8","0.19999993","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"41","0.70000005","1.0000001","-7.301569E-8","0.19999993","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"42","0.70000005","1.0000001","-7.301569E-8","0.19999993","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"43","0.70000005","1.0000001","-7.301569E-8","0.19999993","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"44","0.70000005","1.0000001","-7.301569E-8","0.19999993","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"45","0.70000005","1.0000001","-7.301569E-8","0.19999993","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"46","0.70000005","1.0000001","-7.301569E-8","0.19999993","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"47","0.70000005","1.0000001","-7.301569E-8","0.19999993","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"48","0.70000005","1.0000001","-7.301569E-8","0.19999993","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"49","0.70000005","1.0000001","-7.301569E-8","0.19999993","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
"50","0.70000005","1.0000001","-7.301569E-8","0.19999993","0.39999998","0.8","-1.3411045E-8","0.0","0.0","0.5"
