"Iteração","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10"
"0","0.0","0.9","0.9","0.4","0.4","0.2","0.8","0.3","0.6","0.5"
"1","0.0","0.9","0.9","0.4","0.3","0.2","0.8","0.3","0.6","0.5"
"2","0.0","0.9","0.9","0.3","0.3","0.2","0.8","0.3","0.6","0.5"
"3","0.0","0.9","0.79999995","0.20000002","0.3","0.2","0.90000004","0.3","0.6","0.5"
"4","0.0","0.9","0.79999995","0.3","0.3","0.2","0.90000004","0.3","0.6","0.5"
"5","0.0","0.79999995","0.79999995","0.3","0.3","0.2","0.90000004","0.3","0.6","0.5"
"6","0.0","0.6999999","0.79999995","0.20000002","0.3","0.3","0.90000004","0.3","0.6","0.5"
"7","0.0","0.5999999","0.79999995","0.10000002","0.3","0.4","0.90000004","0.3","0.6","0.5"
"8","0.0","0.4999999","0.79999995","1.6391278E-8","0.3","0.5","0.90000004","0.3","0.6","0.5"
"9","0.0","0.4999999","0.79999995","1.6391278E-8","0.20000002","0.5","0.90000004","0.3","0.6","0.5"
"10","0.0","0.4999999","0.79999995","1.6391278E-8","0.10000002","0.5","0.90000004","0.3","0.6","0.5"
"11","0.0","0.4999999","0.6999999","-0.09999999","0.10000002","0.5","1.0","0.3","0.6","0.5"
"12","0.0","0.4999999","0.6999999","-0.09999999","0.10000002","0.5","1.0","0.3","0.6","0.5"
"13","0.0","0.39999992","0.6999999","-0.09999999","0.10000002","0.5","1.0","0.3","0.6","0.5"
"14","0.0","0.39999992","0.6999999","-0.09999999","0.10000002","0.5","1.0","0.3","0.6","0.5"
"15","0.0","0.4999999","0.5999999","-0.09999999","1.6391278E-8","0.5","1.0","0.3","0.6","0.5"
"16","0.0","0.5999999","0.39999992","1.3411045E-8","-0.09999999","0.5","1.0","0.3","0.6","0.5"
"17","0.0","0.5999999","0.19999993","0.10000002","-0.09999999","0.5","1.0","0.3","0.6","0.5"
"18","0.0","0.4999999","0.19999993","0.20000002","-0.09999999","0.5","1.0","0.3","0.6","0.5"
"19","0.0","0.09999993","0.09999993","0.20000002","-0.09999999","0.5","1.0","0.3","0.6","0.5"
"20","0.0","-7.301569E-8","-7.301569E-8","0.20000002","-0.09999999","0.5","1.0","0.3","0.6","0.5"
"21","0.0","-7.301569E-8","-7.301569E-8","0.20000002","-0.09999999","0.5","1.0","0.3","0.6","0.5"
"22","0.0","-7.301569E-8","-7.301569E-8","0.20000002","-0.09999999","0.5","1.0","0.3","0.6","0.5"
"23","0.0","-7.301569E-8","-7.301569E-8","0.20000002","-0.09999999","0.5","1.0","0.3","0.6","0.5"
"24","0.0","-7.301569E-8","-7.301569E-8","0.20000002","-0.09999999","0.5","1.0","0.3","0.6","0.5"
"25","0.0","-7.301569E-8","-7.301569E-8","0.20000002","-0.09999999","0.5","1.0","0.3","0.6","0.5"
"26","0.0","-7.301569E-8","-7.301569E-8","0.20000002","-0.09999999","0.5","1.0","0.3","0.5","0.5"
"27","0.0","-7.301569E-8","-7.301569E-8","0.20000002","-0.09999999","0.5","1.0","0.3","0.5","0.5"
"28","0.0","-7.301569E-8","-7.301569E-8","0.20000002","-0.09999999","0.5","1.0","0.3","0.5","0.5"
"29","0.0","-7.301569E-8","-7.301569E-8","0.20000002","-0.09999999","0.5","1.0","0.3","0.5","0.5"
"30","0.0","-7.301569E-8","-7.301569E-8","0.20000002","-0.09999999","0.5","1.0","0.3","0.5","0.5"
"31","0.0","-7.301569E-8","-7.301569E-8","0.20000002","-0.09999999","0.5","1.0","0.3","0.5","0.6"
"32","0.0","-7.301569E-8","-7.301569E-8","0.20000002","-0.09999999","0.5","1.0","0.3","0.5","0.6"
"33","0.0","-7.301569E-8","-7.301569E-8","0.20000002","-0.09999999","0.5","1.0","0.3","0.5","0.6"
"34","0.0","-7.301569E-8","-7.301569E-8","0.20000002","-0.09999999","0.5","1.0","0.3","0.5","0.6"
"35","0.0","-7.301569E-8","-7.301569E-8","0.20000002","-0.09999999","0.5","1.0","0.3","0.5","0.6"
